currency,value,rated_at
MXN,16.68,2012-03-12
PEN,3.51,2012-03-12
PYG,5608.76,2012-03-12
USD,1.31,2012-03-12
UYU,25.69,2012-03-12
VEF,5.64,2012-03-12
ARS,5.69,2012-03-13
BRL,2.37,2012-03-13
CLP,635.9,2012-03-13
COP,2310.66,2012-03-13
CRC,662.68,2012-03-13
DOP,50.57,2012-03-13
EUR,1.0,2012-03-13
MXN,16.54,2012-03-13
PEN,3.49,2012-03-13
PYG,5596.75,2012-03-13
USD,1.31,2012-03-13
UYU,25.64,2012-03-13
VEF,5.62,2012-03-13
ARS,5.67,2012-03-14
BRL,2.36,2012-03-14
CLP,632.64,2012-03-14
COP,2293.0,2012-03-14
CRC,660.73,2012-03-14
DOP,50.84,2012-03-14
EUR,1.0,2012-03-14
MXN,16.48,2012-03-14
PEN,3.48,2012-03-14
PYG,5619.51,2012-03-14
USD,1.3,2012-03-14
UYU,25.61,2012-03-14
VEF,5.59,2012-03-14
ARS,5.7,2012-03-15
BRL,2.35,2012-03-15
CLP,632.95,2012-03-15
COP,2305.55,2012-03-15
CRC,663.81,2012-03-15
DOP,51.01,2012-03-15
EUR,1.0,2012-03-15
MXN,16.57,2012-03-15
PEN,3.5,2012-03-15
PYG,5619.83,2012-03-15
USD,1.31,2012-03-15
UYU,25.53,2012-03-15
VEF,5.61,2012-03-15
ARS,5.73,2012-03-16
BRL,2.37,2012-03-16
CLP,634.1,2012-03-16
COP,2315.76,2012-03-16
CRC,665.13,2012-03-16
DOP,51.37,2012-03-16
EUR,1.0,2012-03-16
MXN,16.65,2012-03-16
PEN,3.52,2012-03-16
PYG,5590.09,2012-03-16
USD,1.32,2012-03-16
UYU,25.66,2012-03-16
VEF,5.65,2012-03-16
ARS,5.72,2012-03-17
BRL,2.37,2012-03-17
CLP,633.34,2012-03-17
COP,2313.0,2012-03-17
CRC,664.34,2012-03-17
DOP,51.3,2012-03-17
EUR,1.0,2012-03-17
MXN,16.63,2012-03-17
PEN,3.51,2012-03-17
PYG,5583.42,2012-03-17
USD,1.31,2012-03-17
UYU,25.63,2012-03-17
VEF,5.65,2012-03-17
ARS,5.72,2012-03-18
BRL,2.37,2012-03-18
CLP,633.34,2012-03-18
COP,2313.0,2012-03-18
CRC,664.34,2012-03-18
DOP,51.3,2012-03-18
EUR,1.0,2012-03-18
MXN,16.63,2012-03-18
PEN,3.51,2012-03-18
PYG,5583.42,2012-03-18
USD,1.31,2012-03-18
UYU,25.63,2012-03-18
VEF,5.65,2012-03-18
ARS,5.77,2012-03-19
BRL,2.39,2012-03-19
CLP,638.81,2012-03-19
COP,2328.35,2012-03-19
CRC,669.71,2012-03-19
DOP,51.62,2012-03-19
EUR,1.0,2012-03-19
MXN,16.74,2012-03-19
PEN,3.53,2012-03-19
PYG,5669.61,2012-03-19
USD,1.32,2012-03-19
UYU,25.66,2012-03-19
VEF,5.68,2012-03-19
ARS,5.77,2012-03-20
BRL,2.41,2012-03-20
CLP,641.17,2012-03-20
COP,2324.77,2012-03-20
CRC,668.83,2012-03-20
DOP,51.55,2012-03-20
EUR,1.0,2012-03-20
MXN,16.78,2012-03-20
PEN,3.53,2012-03-20
PYG,5633.97,2012-03-20
USD,1.32,2012-03-20
UYU,25.63,2012-03-20
VEF,5.67,2012-03-20
ARS,5.77,2012-03-21
BRL,2.41,2012-03-21
CLP,640.84,2012-03-21
COP,2319.6,2012-03-21
CRC,671.65,2012-03-21
DOP,51.41,2012-03-21
EUR,1.0,2012-03-21
MXN,16.75,2012-03-21
PEN,3.53,2012-03-21
PYG,5648.71,2012-03-21
USD,1.32,2012-03-21
UYU,25.6,2012-03-21
VEF,5.67,2012-03-21
ARS,5.77,2012-03-22
BRL,2.4,2012-03-22
CLP,643.74,2012-03-22
COP,2319.86,2012-03-22
CRC,672.13,2012-03-22
DOP,51.39,2012-03-22
EUR,1.0,2012-03-22
MXN,16.9,2012-03-22
PEN,3.52,2012-03-22
PYG,5654.11,2012-03-22
USD,1.32,2012-03-22
UYU,25.65,2012-03-22
VEF,5.66,2012-03-22
ARS,5.79,2012-03-23
BRL,2.41,2012-03-23
CLP,649.17,2012-03-23
COP,2337.17,2012-03-23
CRC,669.92,2012-03-23
DOP,51.76,2012-03-23
EUR,1.0,2012-03-23
MXN,17.0,2012-03-23
PEN,3.54,2012-03-23
PYG,5725.23,2012-03-23
USD,1.33,2012-03-23
UYU,25.88,2012-03-23
VEF,5.69,2012-03-23
ARS,5.79,2012-03-24
BRL,2.41,2012-03-24
CLP,648.97,2012-03-24
COP,2336.46,2012-03-24
CRC,669.72,2012-03-24
DOP,51.74,2012-03-24
EUR,1.0,2012-03-24
MXN,16.97,2012-03-24
PEN,3.54,2012-03-24
PYG,5723.5,2012-03-24
USD,1.33,2012-03-24
UYU,25.87,2012-03-24
VEF,5.7,2012-03-24
ARS,5.79,2012-03-25
BRL,2.41,2012-03-25
CLP,648.97,2012-03-25
COP,2336.46,2012-03-25
CRC,669.72,2012-03-25
DOP,51.74,2012-03-25
EUR,1.0,2012-03-25
MXN,16.97,2012-03-25
PEN,3.54,2012-03-25
PYG,5723.5,2012-03-25
USD,1.33,2012-03-25
UYU,25.87,2012-03-25
VEF,5.7,2012-03-25
ARS,5.82,2012-03-26
BRL,2.42,2012-03-26
CLP,648.54,2012-03-26
COP,2347.14,2012-03-26
CRC,672.31,2012-03-26
DOP,51.94,2012-03-26
EUR,1.0,2012-03-26
MXN,16.92,2012-03-26
PEN,3.56,2012-03-26
PYG,5750.69,2012-03-26
USD,1.33,2012-03-26
UYU,25.94,2012-03-26
VEF,5.72,2012-03-26
ARS,5.83,2012-03-27
BRL,2.42,2012-03-27
CLP,649.14,2012-03-27
COP,2347.9,2012-03-27
CRC,672.1,2012-03-27
DOP,51.95,2012-03-27
EUR,1.0,2012-03-27
MXN,16.88,2012-03-27
PEN,3.56,2012-03-27
PYG,5682.22,2012-03-27
USD,1.33,2012-03-27
UYU,25.93,2012-03-27
VEF,5.72,2012-03-27
ARS,5.82,2012-03-28
BRL,2.43,2012-03-28
CLP,649.43,2012-03-28
COP,2349.11,2012-03-28
CRC,673.95,2012-03-28
DOP,51.99,2012-03-28
EUR,1.0,2012-03-28
MXN,16.98,2012-03-28
PEN,3.56,2012-03-28
PYG,5683.75,2012-03-28
USD,1.33,2012-03-28
UYU,25.94,2012-03-28
VEF,5.72,2012-03-28
ARS,5.81,2012-03-29
BRL,2.43,2012-03-29
CLP,648.4,2012-03-29
COP,2345.4,2012-03-29
CRC,672.89,2012-03-29
DOP,51.91,2012-03-29
EUR,1.0,2012-03-29
MXN,17.01,2012-03-29
PEN,3.55,2012-03-29
PYG,5674.78,2012-03-29
USD,1.33,2012-03-29
UYU,25.9,2012-03-29
VEF,5.71,2012-03-29
ARS,5.83,2012-03-30
BRL,2.43,2012-03-30
CLP,650.22,2012-03-30
COP,2351.99,2012-03-30
CRC,674.78,2012-03-30
DOP,52.05,2012-03-30
EUR,1.0,2012-03-30
MXN,17.01,2012-03-30
PEN,3.56,2012-03-30
PYG,5690.74,2012-03-30
USD,1.33,2012-03-30
UYU,25.98,2012-03-30
VEF,5.72,2012-03-30
ARS,5.83,2012-03-31
BRL,2.43,2012-03-31
CLP,650.23,2012-03-31
COP,2352.02,2012-03-31
CRC,674.79,2012-03-31
DOP,52.05,2012-03-31
EUR,1.0,2012-03-31
MXN,16.95,2012-03-31
PEN,3.56,2012-03-31
PYG,5690.8,2012-03-31
USD,1.33,2012-03-31
UYU,25.98,2012-03-31
VEF,5.73,2012-03-31
ARS,5.83,2012-04-01
BRL,2.43,2012-04-01
CLP,650.23,2012-04-01
COP,2352.02,2012-04-01
CRC,674.79,2012-04-01
DOP,52.05,2012-04-01
EUR,1.0,2012-04-01
MXN,16.95,2012-04-01
PEN,3.56,2012-04-01
PYG,5690.8,2012-04-01
USD,1.33,2012-04-01
UYU,25.98,2012-04-01
VEF,5.73,2012-04-01
ARS,5.83,2012-04-02
BRL,2.43,2012-04-02
CLP,649.95,2012-04-02
COP,2350.99,2012-04-02
CRC,674.49,2012-04-02
DOP,52.03,2012-04-02
EUR,1.0,2012-04-02
MXN,16.99,2012-04-02
PEN,3.56,2012-04-02
PYG,5688.32,2012-04-02
USD,1.33,2012-04-02
UYU,25.96,2012-04-02
VEF,5.72,2012-04-02
ARS,5.81,2012-04-03
BRL,2.42,2012-04-03
CLP,639.96,2012-04-03
COP,2347.98,2012-04-03
CRC,673.39,2012-04-03
DOP,51.78,2012-04-03
EUR,1.0,2012-04-03
MXN,16.92,2012-04-03
PEN,3.55,2012-04-03
PYG,5680.21,2012-04-03
USD,1.33,2012-04-03
UYU,25.78,2012-04-03
VEF,5.7,2012-04-03
ARS,5.75,2012-04-04
BRL,2.4,2012-04-04
CLP,634.57,2012-04-04
COP,2327.95,2012-04-04
CRC,665.28,2012-04-04
DOP,51.22,2012-04-04
EUR,1.0,2012-04-04
MXN,16.85,2012-04-04
PEN,3.5,2012-04-04
PYG,5625.27,2012-04-04
USD,1.31,2012-04-04
UYU,25.48,2012-04-04
VEF,5.64,2012-04-04
ARS,5.73,2012-04-05
BRL,2.39,2012-04-05
CLP,634.13,2012-04-05
COP,2318.4,2012-04-05
CRC,659.73,2012-04-05
DOP,50.98,2012-04-05
EUR,1.0,2012-04-05
MXN,16.8,2012-04-05
PEN,3.48,2012-04-05
PYG,5584.59,2012-04-05
USD,1.31,2012-04-05
UYU,25.35,2012-04-05
VEF,5.61,2012-04-05
ARS,5.74,2012-04-06
BRL,2.39,2012-04-06
CLP,634.46,2012-04-06
COP,2318.96,2012-04-06
CRC,660.82,2012-04-06
DOP,51.07,2012-04-06
EUR,1.0,2012-04-06
MXN,16.96,2012-04-06
PEN,3.48,2012-04-06
PYG,5593.81,2012-04-06
USD,1.31,2012-04-06
UYU,25.39,2012-04-06
VEF,5.62,2012-04-06
ARS,5.73,2012-04-07
BRL,2.39,2012-04-07
CLP,634.97,2012-04-07
COP,2321.47,2012-04-07
CRC,660.6,2012-04-07
DOP,51.05,2012-04-07
EUR,1.0,2012-04-07
MXN,16.92,2012-04-07
PEN,3.49,2012-04-07
PYG,5591.97,2012-04-07
USD,1.31,2012-04-07
UYU,25.38,2012-04-07
VEF,5.62,2012-04-07
ARS,5.73,2012-04-08
BRL,2.39,2012-04-08
CLP,633.76,2012-04-08
COP,2316.41,2012-04-08
CRC,660.09,2012-04-08
DOP,51.03,2012-04-08
EUR,1.0,2012-04-08
MXN,16.93,2012-04-08
PEN,3.48,2012-04-08
PYG,5587.65,2012-04-08
USD,1.31,2012-04-08
UYU,25.36,2012-04-08
VEF,5.62,2012-04-08
ARS,5.74,2012-04-09
BRL,2.39,2012-04-09
CLP,635.61,2012-04-09
COP,2328.86,2012-04-09
CRC,661.4,2012-04-09
DOP,51.11,2012-04-09
EUR,1.0,2012-04-09
MXN,16.97,2012-04-09
PEN,3.49,2012-04-09
PYG,5602.0,2012-04-09
USD,1.31,2012-04-09
UYU,25.41,2012-04-09
VEF,5.62,2012-04-09
ARS,5.73,2012-04-10
BRL,2.39,2012-04-10
CLP,636.72,2012-04-10
COP,2341.36,2012-04-10
CRC,661.68,2012-04-10
DOP,50.65,2012-04-10
EUR,1.0,2012-04-10
MXN,17.12,2012-04-10
PEN,3.49,2012-04-10
PYG,5660.18,2012-04-10
USD,1.31,2012-04-10
UYU,25.44,2012-04-10
VEF,5.61,2012-04-10
ARS,5.74,2012-04-11
BRL,2.4,2012-04-11
CLP,639.27,2012-04-11
COP,2349.15,2012-04-11
CRC,665.33,2012-04-11
DOP,51.05,2012-04-11
EUR,1.0,2012-04-11
MXN,17.24,2012-04-11
PEN,3.49,2012-04-11
PYG,5639.41,2012-04-11
USD,1.31,2012-04-11
UYU,25.43,2012-04-11
VEF,5.63,2012-04-11
ARS,5.78,2012-04-12
BRL,2.41,2012-04-12
CLP,642.38,2012-04-12
COP,2360.55,2012-04-12
CRC,668.55,2012-04-12
DOP,51.3,2012-04-12
EUR,1.0,2012-04-12
MXN,17.22,2012-04-12
PEN,3.51,2012-04-12
PYG,5637.77,2012-04-12
USD,1.32,2012-04-12
UYU,25.56,2012-04-12
VEF,5.66,2012-04-12
ARS,5.75,2012-04-13
BRL,2.4,2012-04-13
CLP,632.82,2012-04-13
COP,2324.66,2012-04-13
CRC,661.92,2012-04-13
DOP,51.03,2012-04-13
EUR,1.0,2012-04-13
MXN,17.17,2012-04-13
PEN,3.48,2012-04-13
PYG,5619.37,2012-04-13
USD,1.31,2012-04-13
UYU,25.43,2012-04-13
VEF,5.62,2012-04-13
ARS,5.76,2012-04-14
BRL,2.41,2012-04-14
CLP,633.97,2012-04-14
COP,2328.89,2012-04-14
CRC,663.12,2012-04-14
DOP,51.12,2012-04-14
EUR,1.0,2012-04-14
MXN,17.21,2012-04-14
PEN,3.49,2012-04-14
PYG,5629.58,2012-04-14
USD,1.31,2012-04-14
UYU,25.47,2012-04-14
VEF,5.64,2012-04-14
ARS,5.76,2012-04-15
BRL,2.4,2012-04-15
CLP,633.57,2012-04-15
COP,2328.66,2012-04-15
CRC,662.78,2012-04-15
DOP,51.09,2012-04-15
EUR,1.0,2012-04-15
MXN,17.21,2012-04-15
PEN,3.49,2012-04-15
PYG,5626.66,2012-04-15
USD,1.31,2012-04-15
UYU,25.43,2012-04-15
VEF,5.63,2012-04-15
ARS,5.75,2012-04-16
BRL,2.41,2012-04-16
CLP,637.47,2012-04-16
COP,2325.45,2012-04-16
CRC,659.99,2012-04-16
DOP,51.13,2012-04-16
EUR,1.0,2012-04-16
MXN,17.32,2012-04-16
PEN,3.48,2012-04-16
PYG,5640.14,2012-04-16
USD,1.31,2012-04-16
UYU,25.45,2012-04-16
VEF,5.62,2012-04-16
ARS,5.77,2012-04-17
BRL,2.43,2012-04-17
CLP,638.08,2012-04-17
COP,2324.37,2012-04-17
CRC,661.21,2012-04-17
DOP,51.26,2012-04-17
EUR,1.0,2012-04-17
MXN,17.23,2012-04-17
PEN,3.49,2012-04-17
PYG,5654.79,2012-04-17
USD,1.31,2012-04-17
UYU,25.47,2012-04-17
VEF,5.64,2012-04-17
ARS,5.77,2012-04-18
BRL,2.45,2012-04-18
CLP,637.97,2012-04-18
COP,2320.45,2012-04-18
CRC,659.44,2012-04-18
DOP,50.71,2012-04-18
EUR,1.0,2012-04-18
MXN,17.22,2012-04-18
PEN,3.48,2012-04-18
PYG,5629.7,2012-04-18
USD,1.31,2012-04-18
UYU,25.64,2012-04-18
VEF,5.63,2012-04-18
ARS,5.77,2012-04-19
BRL,2.47,2012-04-19
CLP,641.53,2012-04-19
COP,2333.31,2012-04-19
CRC,660.75,2012-04-19
DOP,50.82,2012-04-19
EUR,1.0,2012-04-19
MXN,17.34,2012-04-19
PEN,3.49,2012-04-19
PYG,5655.47,2012-04-19
USD,1.31,2012-04-19
UYU,26.05,2012-04-19
VEF,5.63,2012-04-19
ARS,5.81,2012-04-20
BRL,2.47,2012-04-20
CLP,641.99,2012-04-20
COP,2338.35,2012-04-20
CRC,661.27,2012-04-20
DOP,51.44,2012-04-20
EUR,1.0,2012-04-20
MXN,17.35,2012-04-20
PEN,3.5,2012-04-20
PYG,5684.02,2012-04-20
USD,1.32,2012-04-20
UYU,26.23,2012-04-20
VEF,5.67,2012-04-20
ARS,5.82,2012-04-21
BRL,2.47,2012-04-21
CLP,641.74,2012-04-21
COP,2337.45,2012-04-21
CRC,661.02,2012-04-21
DOP,51.42,2012-04-21
EUR,1.0,2012-04-21
MXN,17.33,2012-04-21
PEN,3.5,2012-04-21
PYG,5681.85,2012-04-21
USD,1.32,2012-04-21
UYU,26.22,2012-04-21
VEF,5.68,2012-04-21
ARS,5.82,2012-04-22
BRL,2.47,2012-04-22
CLP,641.74,2012-04-22
COP,2337.45,2012-04-22
CRC,661.02,2012-04-22
DOP,51.42,2012-04-22
EUR,1.0,2012-04-22
MXN,17.33,2012-04-22
PEN,3.5,2012-04-22
PYG,5681.85,2012-04-22
USD,1.32,2012-04-22
UYU,26.22,2012-04-22
VEF,5.68,2012-04-22
ARS,5.79,2012-04-23
BRL,2.47,2012-04-23
CLP,642.54,2012-04-23
COP,2325.21,2012-04-23
CRC,658.64,2012-04-23
DOP,51.18,2012-04-23
EUR,1.0,2012-04-23
MXN,17.34,2012-04-23
PEN,3.49,2012-04-23
PYG,5674.27,2012-04-23
USD,1.31,2012-04-23
UYU,26.09,2012-04-23
VEF,5.64,2012-04-23
ARS,5.81,2012-04-24
BRL,2.48,2012-04-24
CLP,643.51,2012-04-24
COP,2333.2,2012-04-24
CRC,666.58,2012-04-24
DOP,51.46,2012-04-24
EUR,1.0,2012-04-24
MXN,17.34,2012-04-24
PEN,3.5,2012-04-24
PYG,5720.71,2012-04-24
USD,1.32,2012-04-24
UYU,26.24,2012-04-24
VEF,5.66,2012-04-24
ARS,5.82,2012-04-25
BRL,2.48,2012-04-25
CLP,644.26,2012-04-25
COP,2337.99,2012-04-25
CRC,666.91,2012-04-25
DOP,51.46,2012-04-25
EUR,1.0,2012-04-25
MXN,17.37,2012-04-25
PEN,3.51,2012-04-25
PYG,5730.77,2012-04-25
USD,1.32,2012-04-25
UYU,26.26,2012-04-25
VEF,5.67,2012-04-25
ARS,5.83,2012-04-26
BRL,2.49,2012-04-26
CLP,642.48,2012-04-26
COP,2334.44,2012-04-26
CRC,667.37,2012-04-26
DOP,51.51,2012-04-26
EUR,1.0,2012-04-26
MXN,17.43,2012-04-26
PEN,3.5,2012-04-26
PYG,5703.0,2012-04-26
USD,1.32,2012-04-26
UYU,26.19,2012-04-26
VEF,5.68,2012-04-26
ARS,5.84,2012-04-27
BRL,2.5,2012-04-27
CLP,641.0,2012-04-27
COP,2330.54,2012-04-27
CRC,667.77,2012-04-27
DOP,51.61,2012-04-27
EUR,1.0,2012-04-27
MXN,17.31,2012-04-27
PEN,3.5,2012-04-27
PYG,5728.45,2012-04-27
USD,1.32,2012-04-27
UYU,26.19,2012-04-27
VEF,5.69,2012-04-27
ARS,5.84,2012-04-28
BRL,2.49,2012-04-28
CLP,640.76,2012-04-28
COP,2329.65,2012-04-28
CRC,667.51,2012-04-28
DOP,51.59,2012-04-28
EUR,1.0,2012-04-28
MXN,17.29,2012-04-28
PEN,3.5,2012-04-28
PYG,5726.26,2012-04-28
USD,1.32,2012-04-28
UYU,26.18,2012-04-28
VEF,5.69,2012-04-28
ARS,5.84,2012-04-29
BRL,2.49,2012-04-29
CLP,640.76,2012-04-29
COP,2329.65,2012-04-29
CRC,667.51,2012-04-29
DOP,51.59,2012-04-29
EUR,1.0,2012-04-29
MXN,17.29,2012-04-29
PEN,3.5,2012-04-29
PYG,5726.26,2012-04-29
USD,1.32,2012-04-29
UYU,26.18,2012-04-29
VEF,5.69,2012-04-29
ARS,5.84,2012-04-30
BRL,2.5,2012-04-30
CLP,640.34,2012-04-30
COP,2329.72,2012-04-30
CRC,666.67,2012-04-30
DOP,51.53,2012-04-30
EUR,1.0,2012-04-30
MXN,17.19,2012-04-30
PEN,3.49,2012-04-30
PYG,5758.61,2012-04-30
USD,1.32,2012-04-30
UYU,26.14,2012-04-30
VEF,5.68,2012-04-30
ARS,5.84,2012-05-01
BRL,2.51,2012-05-01
CLP,640.42,2012-05-01
COP,2328.48,2012-05-01
CRC,666.76,2012-05-01
DOP,51.52,2012-05-01
EUR,1.0,2012-05-01
MXN,17.09,2012-05-01
PEN,3.49,2012-05-01
PYG,5757.67,2012-05-01
USD,1.32,2012-05-01
UYU,26.12,2012-05-01
VEF,5.68,2012-05-01
ARS,5.81,2012-05-02
BRL,2.52,2012-05-02
CLP,638.24,2012-05-02
COP,2332.86,2012-05-02
CRC,663.05,2012-05-02
DOP,51.32,2012-05-02
EUR,1.0,2012-05-02
MXN,17.02,2012-05-02
PEN,3.47,2012-05-02
PYG,5707.2,2012-05-02
USD,1.32,2012-05-02
UYU,25.95,2012-05-02
VEF,5.65,2012-05-02
ARS,5.81,2012-05-03
BRL,2.53,2012-05-03
CLP,635.2,2012-05-03
COP,2308.22,2012-05-03
CRC,664.82,2012-05-03
DOP,51.22,2012-05-03
EUR,1.0,2012-05-03
MXN,17.06,2012-05-03
PEN,3.47,2012-05-03
PYG,5633.2,2012-05-03
USD,1.31,2012-05-03
UYU,25.99,2012-05-03
VEF,5.64,2012-05-03
ARS,5.79,2012-05-04
BRL,2.51,2012-05-04
CLP,631.05,2012-05-04
COP,2299.9,2012-05-04
CRC,664.2,2012-05-04
DOP,51.14,2012-05-04
EUR,1.0,2012-05-04
MXN,17.13,2012-05-04
PEN,3.46,2012-05-04
PYG,5592.03,2012-05-04
USD,1.31,2012-05-04
UYU,25.98,2012-05-04
VEF,5.62,2012-05-04
ARS,5.8,2012-05-05
BRL,2.52,2012-05-05
CLP,631.63,2012-05-05
COP,2302.0,2012-05-05
CRC,664.81,2012-05-05
DOP,51.19,2012-05-05
EUR,1.0,2012-05-05
MXN,17.15,2012-05-05
PEN,3.46,2012-05-05
PYG,5597.14,2012-05-05
USD,1.31,2012-05-05
UYU,26.01,2012-05-05
VEF,5.63,2012-05-05
ARS,5.8,2012-05-06
BRL,2.52,2012-05-06
CLP,631.63,2012-05-06
COP,2302.0,2012-05-06
CRC,664.81,2012-05-06
DOP,51.19,2012-05-06
EUR,1.0,2012-05-06
MXN,17.15,2012-05-06
PEN,3.46,2012-05-06
PYG,5597.14,2012-05-06
USD,1.31,2012-05-06
UYU,26.01,2012-05-06
VEF,5.63,2012-05-06
ARS,5.78,2012-05-07
BRL,2.51,2012-05-07
CLP,630.93,2012-05-07
COP,2293.66,2012-05-07
CRC,662.81,2012-05-07
DOP,50.85,2012-05-07
EUR,1.0,2012-05-07
MXN,17.19,2012-05-07
PEN,3.45,2012-05-07
PYG,5582.96,2012-05-07
USD,1.31,2012-05-07
UYU,25.92,2012-05-07
VEF,5.6,2012-05-07
ARS,5.77,2012-05-08
BRL,2.51,2012-05-08
CLP,631.52,2012-05-08
COP,2295.09,2012-05-08
CRC,660.22,2012-05-08
DOP,50.74,2012-05-08
EUR,1.0,2012-05-08
MXN,17.27,2012-05-08
PEN,3.44,2012-05-08
PYG,5609.11,2012-05-08
USD,1.3,2012-05-08
UYU,25.9,2012-05-08
VEF,5.59,2012-05-08
ARS,5.74,2012-05-09
BRL,2.54,2012-05-09
CLP,632.18,2012-05-09
COP,2291.41,2012-05-09
CRC,659.61,2012-05-09
DOP,50.1,2012-05-09
EUR,1.0,2012-05-09
MXN,17.49,2012-05-09
PEN,3.43,2012-05-09
PYG,5582.96,2012-05-09
USD,1.29,2012-05-09
UYU,25.73,2012-05-09
VEF,5.56,2012-05-09
ARS,5.75,2012-05-10
BRL,2.54,2012-05-10
CLP,630.73,2012-05-10
COP,2288.15,2012-05-10
CRC,652.3,2012-05-10
DOP,50.2,2012-05-10
EUR,1.0,2012-05-10
MXN,17.43,2012-05-10
PEN,3.43,2012-05-10
PYG,5595.59,2012-05-10
USD,1.3,2012-05-10
UYU,25.71,2012-05-10
VEF,5.56,2012-05-10
ARS,5.74,2012-05-11
BRL,2.52,2012-05-11
CLP,628.72,2012-05-11
COP,2279.81,2012-05-11
CRC,650.6,2012-05-11
DOP,50.18,2012-05-11
EUR,1.0,2012-05-11
MXN,17.48,2012-05-11
PEN,3.43,2012-05-11
PYG,5595.88,2012-05-11
USD,1.29,2012-05-11
UYU,25.67,2012-05-11
VEF,5.55,2012-05-11
ARS,5.74,2012-05-12
BRL,2.54,2012-05-12
CLP,628.83,2012-05-12
COP,2280.19,2012-05-12
CRC,650.71,2012-05-12
DOP,50.19,2012-05-12
EUR,1.0,2012-05-12
MXN,17.52,2012-05-12
PEN,3.43,2012-05-12
PYG,5596.8,2012-05-12
USD,1.29,2012-05-12
UYU,25.68,2012-05-12
VEF,5.56,2012-05-12
ARS,5.74,2012-05-13
BRL,2.54,2012-05-13
CLP,628.83,2012-05-13
COP,2280.19,2012-05-13
CRC,650.71,2012-05-13
DOP,50.19,2012-05-13
EUR,1.0,2012-05-13
MXN,17.52,2012-05-13
PEN,3.43,2012-05-13
PYG,5596.8,2012-05-13
USD,1.29,2012-05-13
UYU,25.68,2012-05-13
VEF,5.56,2012-05-13
ARS,5.7,2012-05-14
BRL,2.55,2012-05-14
CLP,632.87,2012-05-14
COP,2276.54,2012-05-14
CRC,646.81,2012-05-14
DOP,49.8,2012-05-14
EUR,1.0,2012-05-14
MXN,17.56,2012-05-14
PEN,3.43,2012-05-14
PYG,5583.78,2012-05-14
USD,1.28,2012-05-14
UYU,25.56,2012-05-14
VEF,5.51,2012-05-14
ARS,5.67,2012-05-15
BRL,2.54,2012-05-15
CLP,634.55,2012-05-15
COP,2271.57,2012-05-15
CRC,642.6,2012-05-15
DOP,49.51,2012-05-15
EUR,1.0,2012-05-15
MXN,17.51,2012-05-15
PEN,3.41,2012-05-15
PYG,5523.88,2012-05-15
USD,1.28,2012-05-15
UYU,25.38,2012-05-15
VEF,5.48,2012-05-15
ARS,5.66,2012-05-16
BRL,2.54,2012-05-16
CLP,636.23,2012-05-16
COP,2273.65,2012-05-16
CRC,637.98,2012-05-16
DOP,49.81,2012-05-16
EUR,1.0,2012-05-16
MXN,17.56,2012-05-16
PEN,3.39,2012-05-16
PYG,5494.81,2012-05-16
USD,1.27,2012-05-16
UYU,25.31,2012-05-16
VEF,5.46,2012-05-16
ARS,5.65,2012-05-17
BRL,2.54,2012-05-17
CLP,638.78,2012-05-17
COP,2277.69,2012-05-17
CRC,635.8,2012-05-17
DOP,49.62,2012-05-17
EUR,1.0,2012-05-17
MXN,17.54,2012-05-17
PEN,3.39,2012-05-17
PYG,5482.39,2012-05-17
USD,1.27,2012-05-17
UYU,25.27,2012-05-17
VEF,5.45,2012-05-17
ARS,5.67,2012-05-18
BRL,2.57,2012-05-18
CLP,643.09,2012-05-18
COP,2306.69,2012-05-18
CRC,640.88,2012-05-18
DOP,49.39,2012-05-18
EUR,1.0,2012-05-18
MXN,17.57,2012-05-18
PEN,3.4,2012-05-18
PYG,5610.4,2012-05-18
USD,1.27,2012-05-18
UYU,25.48,2012-05-18
VEF,5.47,2012-05-18
ARS,5.67,2012-05-19
BRL,2.56,2012-05-19
CLP,643.16,2012-05-19
COP,2306.26,2012-05-19
CRC,640.31,2012-05-19
DOP,49.39,2012-05-19
EUR,1.0,2012-05-19
MXN,17.56,2012-05-19
PEN,3.4,2012-05-19
PYG,5518.77,2012-05-19
USD,1.27,2012-05-19
UYU,25.48,2012-05-19
VEF,5.48,2012-05-19
ARS,5.67,2012-05-20
BRL,2.56,2012-05-20
CLP,643.16,2012-05-20
COP,2306.26,2012-05-20
CRC,640.31,2012-05-20
DOP,49.39,2012-05-20
EUR,1.0,2012-05-20
MXN,17.56,2012-05-20
PEN,3.4,2012-05-20
PYG,5518.77,2012-05-20
USD,1.27,2012-05-20
UYU,25.48,2012-05-20
VEF,5.48,2012-05-20
ARS,5.7,2012-05-21
BRL,2.6,2012-05-21
CLP,646.21,2012-05-21
COP,2331.94,2012-05-21
CRC,641.92,2012-05-21
DOP,49.99,2012-05-21
EUR,1.0,2012-05-21
MXN,17.62,2012-05-21
PEN,3.41,2012-05-21
PYG,5546.87,2012-05-21
USD,1.28,2012-05-21
UYU,25.51,2012-05-21
VEF,5.49,2012-05-21
ARS,5.67,2012-05-22
BRL,2.61,2012-05-22
CLP,642.09,2012-05-22
COP,2319.22,2012-05-22
CRC,640.97,2012-05-22
DOP,49.73,2012-05-22
EUR,1.0,2012-05-22
MXN,17.46,2012-05-22
PEN,3.4,2012-05-22
PYG,5691.44,2012-05-22
USD,1.27,2012-05-22
UYU,25.51,2012-05-22
VEF,5.46,2012-05-22
ARS,5.62,2012-05-23
BRL,2.61,2012-05-23
CLP,644.03,2012-05-23
